CODIGO,CLIENTE,TAREFA,OBSERVACAO,CONCLUSAO
255,QE 40 - LOTE 17 D - 34.361.174/0001-00,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,26/09/2024
340,RAVELLO - 20.905.301/0001-71,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
341,REAL VILLE - 13.834.256/0001-46,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
405,RESIDENCIAL JK - 17.991.285/0001-72,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
434,RESIDENCIAL MARIA IVA - 43.850.402/0001-98,4.1.05 ENTREGA,,27/09/2024
420,RESIDENCIAL MILAO - 04.852.907/0001-30,4.1.05 ENTREGA,,30/09/2024
620,RESIDENCIAL SKALA DO SOL - 21.578.039/0001-60,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,19/09/2024
257,RHODES CENTER I - 00.316.806/0001-93,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,26/09/2024
305,RIO CLARO - 23.388.361/0001-52,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
342,RIO DE JANEIRO - 04.709.517/0001-05,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
477,SAN FRANCISCO II - 26.964.643/0001-49,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,26/09/2024
133,SEVERINO ANDRE - 28.714.115/0001-67,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
215,SHN 04 - 07.173.950/0001-67,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,20/09/2024
260,SOLAR ITAIPU - 38.184.169/0001-11,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,27/09/2024
474,STILO FLEX SAMAMBAIA - 47.052.765/0001-39,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
393,THEMIS - 39.576.761/0001-21,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,30/09/2024
548,TOTAL VILLE - CONDOMINIO 6 - 20.586.964/0001-70,4.1.05 ENTREGA,,30/09/2024
568,VERSATO - RESIDENCIAL - ,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,27/09/2024
239,VIVA - SHVP - 28.397.044/0001-16,4.1.05 ENTREGA,,27/09/2024
238,VIVA BEM - 29.876.999/0001-19,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
357,VIVA VERT - 15.348.797/0001-90,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,18/09/2024
134,VIVENDAS DA VITORIA - 35.847.362/0001-05,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,18/09/2024
468,WASHINGTON LUIZ - 01.719.236/0001-45,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,25/09/2024
614,EDIFICIO EUZEBIO - 12.771.261/0001-94,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,30/09/2024
631,41 SHVP - RESIDENCIAL IPE - 05.739.916/0001-81,4.1.05 ENTREGA,BAIXADO DE FORMA AUTOMATICA PELO NEO PROTOCOLO FREE,23/09/2024
624,RESIDENCIAL BOSQUE DAS AVES - 55.666.147/0001-07,4.1.05 ENTREGA,,23/09/2024
544,CENTRO EMPRESARIAL VICENTE PIRES - 40.389.556/0001-36,4.1.05 ENTREGA,,30/09/2024
427,AGUAS CLARAS I - 01.310.080/0001-44,4.7.01 GERACAO DA ARRECADACAO EXTRA,,02/10/2024
477,SAN FRANCISCO II - 26.964.643/0001-49,4.7.01 GERACAO DA ARRECADACAO EXTRA,PROTOCOLO 43018,26/09/2024
159,170 SHVP - RESIDENCIAL DRUMMOND - 03.263.643/0001-16,4.7.01 GERACAO DA ARRECADACAO EXTRA,,20/09/2024
477,SAN FRANCISCO II - 26.964.643/0001-49,4.7.02 CONFERENCIA DA ARRECADACAO EXTRA,PROTOCOLO 43018,26/09/2024
159,170 SHVP - RESIDENCIAL DRUMMOND - 03.263.643/0001-16,4.7.02 CONFERENCIA DA ARRECADACAO EXTRA,,20/09/2024
427,AGUAS CLARAS I - 01.310.080/0001-44,4.7.03 IMPRESSAO DE BOLETOS,,02/10/2024
477,SAN FRANCISCO II - 26.964.643/0001-49,4.7.03 IMPRESSAO DE BOLETOS,PROTOCOLO 43018,26/09/2024
159,170 SHVP - RESIDENCIAL DRUMMOND - 03.263.643/0001-16,4.7.03 IMPRESSAO DE BOLETOS,,20/09/2024
477,SAN FRANCISCO II - 26.964.643/0001-49,4.7.04 ENTREGA,PROTOCOLO 43018,26/09/2024
159,170 SHVP - RESIDENCIAL DRUMMOND - 03.263.643/0001-16,4.7.04 ENTREGA,,30/09/2024
446,JORNALISTA POMPEU FILHO - 26.058.309/0001-26,4.8.01 ENTREGA DE RATEIO,,30/09/2024
23,10/A GUARA - 20.216.454/0001-01,4.8.01 ENTREGA DE RATEIO,,10/09/2024
259,SOL NASCENTE - 31.083.443/0001-17,4.8.01 ENTREGA DE RATEIO,,01/10/2024
428,ALLEGRO - 17.484.736/0001-85,4.8.01 ENTREGA DE RATEIO,,30/09/2024
248,FREE WAY - 33.598.365/0001-19,4.8.01 ENTREGA DE RATEIO,,09/09/2024
341,REAL VILLE - 13.834.256/0001-46,4.8.01 ENTREGA DE RATEIO,,18/09/2024
622,RESIDENCIAL ITAPOA PARQUE CONDOMINIO 66 - 55.152.788/0001-43,4.8.01 ENTREGA DE RATEIO,,24/09/2024
626,CONDOMINIO RESIDENCIAL LIV 703 - 42.234.621/0001-80,4.8.01 ENTREGA DE RATEIO,,24/09/2024
627,RESIDENCIAL MY DESIGN - 53.776.363/0001-80,4.8.01 ENTREGA DE RATEIO,,26/09/2024
346,MERCADAO - 01.291.745/0001-10,4.8.01 ENTREGA DE RATEIO,,26/09/2024
446,JORNALISTA POMPEU FILHO - 26.058.309/0001-26,4.8.02 LANCAMENTO DE RATEIO,,30/09/2024
23,10/A GUARA - 20.216.454/0001-01,4.8.02 LANCAMENTO DE RATEIO,,10/09/2024
259,SOL NASCENTE - 31.083.443/0001-17,4.8.02 LANCAMENTO DE RATEIO,,02/10/2024
428,ALLEGRO - 17.484.736/0001-85,4.8.02 LANCAMENTO DE RATEIO,,30/09/2024
248,FREE WAY - 33.598.365/0001-19,4.8.02 LANCAMENTO DE RATEIO,,09/09/2024
341,REAL VILLE - 13.834.256/0001-46,4.8.02 LANCAMENTO DE RATEIO,,23/09/2024
622,RESIDENCIAL ITAPOA PARQUE CONDOMINIO 66 - 55.152.788/0001-43,4.8.02 LANCAMENTO DE RATEIO,,30/09/2024
626,CONDOMINIO RESIDENCIAL LIV 703 - 42.234.621/0001-80,4.8.02 LANCAMENTO DE RATEIO,,27/09/2024
346,MERCADAO - 01.291.745/0001-10,4.8.02 LANCAMENTO DE RATEIO,,26/09/2024
428,ALLEGRO - 17.484.736/0001-85,4.8.03 APROVACAO DA SIMULACAO,,30/09/2024
248,FREE WAY - 33.598.365/0001-19,4.8.03 APROVACAO DA SIMULACAO,,09/09/2024
341,REAL VILLE - 13.834.256/0001-46,4.8.03 APROVACAO DA SIMULACAO,,23/09/2024
346,MERCADAO - 01.291.745/0001-10,4.8.03 APROVACAO DA SIMULACAO,,26/09/2024
1,06 SHA - CONDOMINIO VERDES ARES - 06.149.879/0001-14,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
409,07/A GAMA - INSIGHT RESIDENCE - 21.117.286/0001-60,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
263,08 GAMA - RESIDENCIAL ACUCENA - 21.277.948/0001-69,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
502,BEM TE VI RESIDENCE - ,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
23,10/A GUARA - 20.216.454/0001-01,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
517,105 CAS - JARDIM VERONA - ,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
510,134B SHA - VILA SUICA - 48.464.466/0001-74,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
433,135/C SHVP - RESIDENCIAL REBECA E SALOMAO - 43.346.284/0001-85,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
269,14 GAMA - EXCELLENCE - 14.216.017/0001-95,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
6,17/A CAVC - 05.924.010/0001-37,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
533,23 CAS - VILLA REAL I - 50.728.639/0001-66,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
453,240 A SHVP - RESIDENCIAL COQUEIRAL - 46.149.975/0001-87,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
17,30 CAVC - RESIDENCIAL CENTRAL PARK - 07.106.946/0001-86,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
210,313 SHVP - RESIDENCIAL ALFA - 09.360.292/0001-48,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
272,32 GAMA - RESIDENCIAL FLORENCA - 08.731.497/0001-20,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
413,320 SHVP - 04.711.397/0001-80,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
494,336 SHVP - RESIDENCIAL BELLA VISTA - 48.209.806/0001-10,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
504,36 SHVP - BOULEVARD PRIME - 48.805.925/0001-36,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
273,37/B GAMA - RESIDENCIAL SOL DO CERRADO - 10.325.276/0001-01,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
69,43/B GAMA - 10.141.788/0001-00,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
77,43/C GAMA - RESIDENCIAL SONHO MEU - 09.618.961/0001-39,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
49,51 CAAC - RESIDENCIAL LARANJEIRA - 13.284.290/0001-94,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
536,53/A SHA - RESIDENCIAL DIAMANTE - 52.010.888/0001-47,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
406,53/C SHA - 42.146.543/0001-61,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
555,58/A GAMA - RESIDENCIAL TOM JOBIM - 13.335.911/0001-11,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
487,61 SHA - IMPERIO REAL II - ,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
275,63 GAMA - RESIDENCIAL MORADA DOS CANDANGOS - 10.198.589/0001-38,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
276,64 GAMA - RESIDENCIAL ARUJA VILLE - 10.844.129/0001-30,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
217,66 A/B - RESIDENCIAL ESTANCIA PARK - 11.758.103/0001-31,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
442,70/1A SHA - IMPERIO REAL - 47.524.358/0001-87,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
81,719 GAMA - RESIDENCIAL ORION - 22.817.428/0001-64,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
31,84/A  SHVP - VERDES MARES - 13.269.963/0001-37,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
403,89 CAS - GOLDEN PARK - 26.751.220/0001-40,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
34,90 CAS - RESIDENCIAL BELA VISTA - 26.397.014/0001-84,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
445,93 CAS - ESTRELA DALVA - 08.765.415/0001-68,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
240,ADEME - 29.840.294/0001-41,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
264,AGAPE - GAMA - 42.495.456/0001-10,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
407,ALPHA RESIDENCE - 41.549.040/0001-74,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
266,ALVORADA - GAMA - 37.568.525/0001-38,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
528,AMSTERDA - ,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
278,ATHENAS - 27.001.138/0001-61,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
85,BEIJA FLOR - 14.941.838/0001-94,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
515,BELLA VITTA CLUB RESIDENCE - 38.158.638/0001-28,4.9.02 LANCAMENTOS AVULSOS,,20/09/2024
529,BH PRIME - 36.479.765/0001-01,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
441,BH PRIME II - 46.566.627/0001-05,4.9.02 LANCAMENTOS AVULSOS,,20/09/2024
514,BORGONHA - 39.956.770/0001-48,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
421,BOSQUE DOS IPES - 44.062.303/0001-04,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
242,BUENA IZA - 15.244.159/0001-29,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
491,CAMELL - 48.348.987/0001-66,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
279,CANAA - 11.456.195/0001-03,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
484,CANTO DOS PASSAROS - 46.838.225/0001-12,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
545,CHACARA 03 GAMA - RESIDENCIAL IMPERIO - ,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
459,RESIDENCIAL COLISEU - 47.108.894/0001-00,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
496,COLLINS - 48.961.190/0001-30,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
563,CONDOMINIO SMPW/SUL QUADRA 15 CONJUNTO 1 LOTE 07 - 46.738.256/0001-00,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
559,CONDOMINIO DA CHACARA 135/2 DO S.H.V.P. - 05.666.291/0001-75,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
448,CRIARTE - 47.094.521/0001-19,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
619,EDIFICIO CAPITAL - 43.081.452/0001-58,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
562,EDIFICIO GH EXCLUSIVE - ,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
462,EDIFICIO MAIRI - 34.359.900/0001-41,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
618,EDIFICIO RESIDENCIAL GRAN VITORIA - 52.846.785/0001-11,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
513,EDIFICIO RESIDENCIAL SEVEN - ,4.9.02 LANCAMENTOS AVULSOS,,26/09/2024
325,ENCANTO DO LAGO II - 33.968.955/0001-96,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
531,ENCANTO DO LAGO III - 49.147.645/0001-40,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
280,ESMERALDA - GAMA - 26.744.879/0001-70,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
396,ESMERALDA - SHVP - 41.333.606/0001-26,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
97,ESQUINA DO SOL - 10.459.034/0001-00,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
378,ESTANCIA DEL REY - 25.976.810/0001-09,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
246,ESTRELA - 10.949.278/0001-63,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
527,FASANO RESIDENCE - 49.962.116/0001-09,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
401,FLOR DO CERRADO - GAMA - 40.192.503/0001-20,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
229,FLOR DO CERRADO - INCRA - 27.803.393/0001-28,4.9.02 LANCAMENTOS AVULSOS,,30/09/2024
247,FLORES GAMA - 21.564.516/0001-39,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
248,FREE WAY - 33.598.365/0001-19,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
451,GH PRIME III - 44.670.820/0001-66,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
534,GOLDEN GREEN - GAMA - 49.016.582/0001-93,4.9.02 LANCAMENTOS AVULSOS,,01/10/2024
374,ILHA BELA - PONTE ALTA NORTE - 33.299.432/0001-02,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
282,INFINITE - 17.125.399/0001-30,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
432,IPE AMARELO - 26.956.071/0001-56,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
516,ISRAEL - 51.095.630/0001-28,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
481,IZIDORO - 47.115.059/0001-99,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
138,JARDINS DO GAMA - 27.983.165/0001-87,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
479,JOAO DE BARRO - 16.843.009/0001-02,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
419,KAIROS - 41.749.239/0001-46,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
480,LE GRAND VISTA - 46.167.869/0001-26,4.9.02 LANCAMENTOS AVULSOS,,30/09/2024
476,LEBLON RESIDENCE I - 47.108.769/0001-91,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
471,LEBLON RESIDENCE II - 46.952.038/0001-65,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
139,LUA BRANCA - 08.746.294/0001-07,4.9.02 LANCAMENTOS AVULSOS,,25/09/2024
140,LUAR DO CERRADO - 08.748.506/0001-95,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
285,LYRIOS - 13.479.485/0001-90,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
232,MAANAIM - 28.855.917/0001-97,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
543,MADRY - GAMA - 18.349.904/0001-92,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
485,MAKARIOS - 30.814.535/0001-67,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
461,MARECHAL RONDON - 14.740.889/0001-58,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
540,MARFIM - 42.883.332/0001-01,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
501,MILAO - VALPARAISO - 48.206.144/0001-25,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
392,MONTE VERDE - 40.118.087/0001-10,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
288,MORADA DO SOL - 11.440.183/0001-82,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
520,MORADA DOS FORTES - 37.030.437/0001-88,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
394,NOSSA SENHORA ABADIA - 38.073.076/0001-10,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
546,NOVO JARDINS - ,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
472,OREON BRANCO - 47.781.797/0001-75,4.9.02 LANCAMENTOS AVULSOS,,20/09/2024
253,OURO DE ITAIPU - 19.740.602/0001-03,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
143,PALOMA - 37.568.895/0001-75,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
436,PARAISO RESIDENCE - 43.345.303/0001-59,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
455,PARK AMIZADE - 45.968.060/0001-30,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
530,PARK IMPERIAL - 49.016.582/0001-93,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
145,PARK JEQUITIBA - 34.141.765/0001-63,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
149,PIAU - 10.936.481/0001-03,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
522,PLAZA RESIDENCE - ,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
380,PONTA VERDE - 40.764.707/0001-99,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
161,POR DO SOL II - 10.681.654/0001-81,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
497,PORTO SEGURO - 26 DE SETEMBRO - 48.178.573/0001-36,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
500,QI 18 BLOCO A - RESIDENCIAL BARCELONA - 04.105.880/0001-11,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
387,QUINTAS SANTA BARBARA - 15.261.181/0001-87,4.9.02 LANCAMENTOS AVULSOS,,23/09/2024
609,RAJADINHA III - 15.486.296/0001-70,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
550,RAVI - ,4.9.02 LANCAMENTOS AVULSOS,,23/09/2024
482,RENASCER - 48.386.450/0001-90,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
438,RESERVA NOBRE - 42.410.345/0001-63,4.9.02 LANCAMENTOS AVULSOS,,25/09/2024
410,RESIDENCIAL ANCHIETA - 41.905.103/0001-88,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
570,RESIDENCIAL CANCUN - 20.173.114/0001-40,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
506,CATETINHO - 49.561.880/0001-64,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
449,RESIDENCIAL CEDRO - 44.735.897/0001-77,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
136,RESIDENCIAL FLOR DE LIS - 13.785.508/0001-94,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
569,RESIDENCIAL GREEN VILLE - 40.456.086/0001-86,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
552,RESIDENCIAL GRENA - 43.718.298/0001-82,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
610,RESIDENCIAL ILHA BELA - AGUA QUENTE - 52.887.276/0001-37,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
622,RESIDENCIAL ITAPOA PARQUE CONDOMINIO 66 - 55.152.788/0001-43,4.9.02 LANCAMENTOS AVULSOS,,01/10/2024
557,RESIDENCIAL PALMEIRAS DO RIACHO FUNDO I - 00.000.000/0000-00,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
621,RESIDENCIAL PARK DENNER - 15.245.126/0001-01,4.9.02 LANCAMENTOS AVULSOS,,30/09/2024
254,RESIDENCIAL PIEMONT - 11.574.216/0001-87,4.9.02 LANCAMENTOS AVULSOS,,16/09/2024
542,RESIDENCIAL PORTO NOBRE - GAMA - 48.542.238/0001-75,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
537,CONDOMINIO RESIDENCIAL ROYALLE - 11.823.261/0001-28,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
511,RESIDENCIAL VISTA BELA - GAMA - 31.661.450/0001-59,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
450,ROYAL - 44.540.678/0001-32,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
431,RESIDENCIAL ROYALLE - 29.345.617/0001-20,4.9.02 LANCAMENTOS AVULSOS,,23/09/2024
464,SABEDORIA INFINITA - 28.004.204/0001-10,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
473,SAFIRA - 46.953.176/0001-69,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
519,SAN MARCO RESIDENCE - 49.986.062/0001-03,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
539,SAN VILLE III - 43.660.953/0001-99,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
258,SANTA PAULA - 28.119.116/0001-63,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
192,SANTA RITA - 33.887.477/0001-90,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
466,SANTA RITA DE CASSIA - 48.270.586/0001-30,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
193,SAVANA - 08.790.631/0001-63,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
398,SELECT - 40.073.723/0001-35,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
429,SLS RESIDENCE - 42.685.696/0001-87,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
194,SOLAR DOS PINHEIROS - GAMA - 26.551.240/0001-78,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
291,SUCUPIRA - GAMA - 13.271.043/0001-53,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
220,TAMBAU - 29.877.002/0001-45,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
541,RESIDENCIAL TERRACOTA - 39.366.676/0001-39,4.9.02 LANCAMENTOS AVULSOS,,09/09/2024
556,TORRE DAS PALMEIRAS - 07.839.573/0001-52,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
524,TOTAL VILLE PLANALTINA- CONDOMINIO 9 - 37.013.064/0001-37,4.9.02 LANCAMENTOS AVULSOS,,30/09/2024
201,VENEZA - 28.922.612/0001-50,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
566,VERSATO - LOJAS - ,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
567,VERSATO - SALAS - ,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
526,VILA DAS MONTANHAS - 53.751.264/0001-43,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
424,VILA MALBEC - 42.649.762/0001-63,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
400,VILA PARK - 40.150.346/0001-90,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
465,VILLA REAL - 10.692.922/0001-60,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
523,VILLAGE DAS ACACIAS - 51.698.839/0001-86,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
507,VILLAGE PINHEIRO - ,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
364,VILLAGES DO SOL - 32.272.702/0001-10,4.9.02 LANCAMENTOS AVULSOS,,11/09/2024
553,VIP HOME - ,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
52,VIP TOWER - 37.568.927/0001-32,4.9.02 LANCAMENTOS AVULSOS,,02/10/2024
430,VISTA DO VALE - 43.694.321/0001-46,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
361,VIVARE - GAMA - 39.679.373/0001-76,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
439,VIVENDAS DO CERRADO - 45.787.239/0001-91,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
383,W RESIDENCE I - 39.683.650/0001-14,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
384,W RESIDENCE II - 38.184.209/0001-25,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
385,W RESIDENCE III - 39.351.417/0001-34,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
525,WAL RESIDENCE - ,4.9.02 LANCAMENTOS AVULSOS,,10/09/2024
452,ZION - 49.197.785/0001-23,4.9.02 LANCAMENTOS AVULSOS,,17/09/2024
558,ELEGANCE - GAMA - 41.646.913/0001-67,4.9.02 LANCAMENTOS AVULSOS,,12/09/2024
